,text,label_f,label_h,label_s
1017,buuma paaya viidiya kaamgsiiva kabragaaha  imdochaai yuddha maara sainika ke bana gaya,1,0,1
2599,ab kitta wait krwaoge,1,0,0
3671,favourite salman khan bhai eid mubarak ho,1,0,0
1919,hara saala tamilanaada ke shivakaasha jaila bada taadaada pataakha bana saala koro mahaamaara vajaha chaha mahii utpaadana naha paaya,0,0,0
340,chunaava aayoga vebasaaita pushta vaayarala posta dikha vota samkhya iisiiaaii dvaara apa vebasaaita apaloda,1,0,0
1329,my favirat hero salman khan,1,0,0
926,to madhya pradesh and rajsthan me karati hai jaha rape case sabase adhik darj huye hai,1,0,0
1898,tumhari army  ne kya kiya bangladesh me  majloom aurato ka rape ,1,1,0
3298,rahi baat terrorism ki to kisi k dil ko dikhanay walay zuban se kahay huay alfaaz bhi terrorism hi hotay hain,1,0,0
1506,bihaara enadiie puurna bahumata mila gaya sarakaara bana ke halachala naha dikha raha kya niitiisha kumaara paamcha vikalpa vichaara raha,0,0,0
282, alee i hate you so much aaaleee   tum chor kar mujhe so kaise gaye,1,1,0
1950,buuma paaya vaayarala viidiya kiya gaya daava chauhaana raila loga kamala naatha ke naama ke naara laga r,1,0,0
1120, lwayz ready  uh salman sir,1,0,1
1894, s_mahajanls aapki speech suna beti ke bare meagar beti ki saadi ke baad uske sasural wale uska murder karte hai https  twittercom rajatagrawal status ,1,1,0
2550,aur rahi karni sena ki baat to kaya aap ye chahte hain jab kisi kaa rape ho to jhande nikaale karni sena k aur batayen ki hum virodh kar rahe hain karni sena kaa koi aadmi us nirbhya vaale virodh may bhi they kaya usme aap jaise log they,0,1,0
894,bhai song utna acha ni tha jitna socha tha but nyc song,0,0,1
1020,ab haffiz saeed ko bharat ko sop dena chahiye tabhi maana jayega ki pakistan terrorism ko leker serious hai,0,0,1
981,yeh deshbakt hai  yeh rape nhi karte  yeh mahila ka udhaar karte hai toh aap rape shabdh ko jhodke deshdroh mat karo,0,1,0
2076, bhj gye lekin salman bhai kider hai,1,0,1
253,#bandagi punishi ko to baher k jail me dalo waqei sufaid chudail kala rakshaswe all hate pungi gandagi ki dukan dono arshi ko shilpa se lada k nomination se bachna chahte hain ye kutte kutyakide paden pungi ko,1,1,0
2976,i hate this shikas crap   kitna parishan krte hai vikas ko   inko nhi dikta kya vikas  lostboy  irritate ho rahe inn sab se,1,1,0
777,soshala miidiya bhaajapa kaamgresa taarageta posta raha galata sandarbha vaayarala,1,0,1
4235,ya to apni beheno ka rape karoge ya shaadi kar ke chodoge par chahiye apni behen he,0,1,1
146,jai hindmera desh mhan,1,0,0
3865,yeh kaisi kasmiriyat so apne khoon see holiday khele laanat hai aise logon pe jo apne jawano ko chod ke terrorist ke maiyad mein jaaye,1,0,0
1519,buuma paaya varsha  ke viidiya dikha raha vyakta saadha naha balka baharuupiya loga laka ke,1,0,0
2790,bhai realy hurt jab nahi aana tha toh kyu kaha tha u know me ana study chodhkar   hour s msg kar rahi mera exam hai kal phir bhi bye    ,0,0,0
2208,jab gaand lagi fatne to campaign lagi karne aise tweet hi kyu karti ho ki tum troll hoti ho be indian khoon me to desh ka namak hai na,1,1,0
1453,no shame mam  ek bhi maulvi batao jo dharam ke naam pe rape karta hai,1,0,0
1762,luvvv u luvvv u luvvv u,0,0,0
1565,buuma paaya akaaumta hata diya gaya bana ke alagaalaga ladaka pahachaana chura  tasviira,1,1,1
3108,inki ristedar ka rape hua hai is hospital me jispe ye pattharbaaji kr rhe the,0,0,0
1446,baaidana amerika ke agala raashtrapata bana kamala hairisa uparaashtrapata pada shapatha lii trampa shapathagrahana samaaroha shaamila mana diya phalorida chala,0,0,0
2705, jawaharyadavbjp sir ye  saal kya hota rape ki saja keval faasi ab wo kisi b age ki ladki kyu na ho,1,0,0
3181,avi ku good night  maja abvi baki hai#sunati,1,0,1
937,viidiya jamma kashmiira nirasta dhaara   e ke chala sheyara kiya raha,1,0,0
1702,ye fauji na houn toh hindu roz tumhare maan ka rape kareinmadarchod kuttey ke bacho,1,1,0
3489,bhaijan ak hi hainsalman,0,0,1
3822,india mai baap se phele beta ajata hai rape se jabi th august or th august ka difference pata nai  rape jo bhut huta hai,1,0,1
2907,aisi ummeed nhi thi aapse bhaijaan  dil tod diya sbka  ,1,0,0
1579,bhai  baj gaye hain,0,0,1
388,innovation unake khoon kae katrae katrae mein hain ,1,0,0
1391,adab adab meri jaan mashallallah bhuut pyaare lag rahe ho meri jaan mera salman,0,0,0
886,buuma paaya amejana ke paasa spina vina phara kevala amejana imdiya aipa upalabdha hai,1,0,0
2195,tere jaise log terrorism phaila rahe hain  oopar chaley jaa  hoor milengi,0,1,1
3732,kar lo jo kar skty ho  hai tu rape capital tumhara he ,1,0,1
3113,salman ap ko kabi b achhi intresting story wali films kyu nhe milee jis trha shahrukh ya amir ko milti ha,1,0,0
1388,super duper hit hoga bajrangi bhaijaan ye meri dua hai,1,0,0
2157,puri duniya se ziyada apko like karta hon,1,0,0
905,aur tum logo nay tou indian army k naam pay balatkari suar paal rakhe hain jo sirf kashmiriyon ka rape karna jaante hai bas,1,1,0
4202,aur yay trend k dosron ko batana bhi hay kitnay ka hayi so hate all this,0,1,0
234,sanchalk the to tum kese bol sakte ho kisiko uth za bol k aaj tumari vzase hari hey hina ki team i hate you vikas and shilpa,1,1,0
3747,terrorism ki baat kerte hi aap log hamaare khud ke masle per hi kyu bolte hobharat se jyada problm to pakistan me hai,1,1,0
1855,ye bhavu aapan bolu,1,0,1
1801,buuma paaya tasviira muula ruupa dilla ke mukharja nagara jaha si tempa draaivara talavaara pulisa hamala kiya,1,0,0
3946,itne sidhe hote to baat hi kucch or hoti pata nahi kyun terrorism ko panah deke baithe hai,1,1,0
3846,ya tumare liye bhi important nhi hoon,1,0,1
201,pm ki post ki izzat krte hai isliye gaali nhi di  mgr jo pm ki post pr hai wo khoon choos raja hai desh ka or ap jese log uska sath de rahe hai,1,0,1
1642,kemdra sarakaara ke nae krisha aanuuna ke ilaa jaara kisaana ke pradarshana surakshaabala kaaryava kanaada pradhaanamamtra,1,0,0
574,bihaara jana muulabhuuta suvidha shaamila paa ke pareshaana loga saapha pii paa upalabdha naha paa,0,0,0
682,chup kar kya kuch nhi boli shilpa se uski baad v woh chup rahi thi aur tumhe khana di thihate u  arshikhan  never want to see u again,0,1,0
3800,bhii jaan luv u,1,0,0
1562,viidiya daraasala ravara  rikrda kiya gaya kapuura dilla ke hspitala ilaaja ke bhar,1,0,0
1488,abey fatey chutad  apni g bacha chinese se  pakistan ka rape kar rahe hai,1,1,0
6,joy hind joy hindmeri bhatan tuje salammodi ji aapko salam,0,0,0
119,hate them sare marks yahin jate hain bc kisi ko kuch nahi ata,1,0,0
909, mehreen_sibtain mohtarma vaham mein na rahennuksan aap ka jyada hai hum terrorism ko khatam karna chahte hain badhana nahi  mehrtararhttps  twittercom mehrtarar status ,0,0,1
246,apka koi v yojnaplan sahi trah se upyog nahi ho paya h,1,0,0
179,aamdolana raha kisaana ravivaara taala thaala baja piiema moda ke mana baata kaaryakrama virodha kiya,0,0,0
66,jis par nitiyo he wahi janta he ye media bhenchod rape rape chillata he sach kutch or hota he isiliyearopi ladki jhute fasa deti he forg,1,1,1
3003,mujhe reality show mein nahi dekhna hina ko itni mehnat karti hai aur finale mein aakar kisi aur ko jita dete hain really hate reality shows now  hina ka dil toot jata hai pehle kkk mein sirf  sec se haari and abhi big boss mein few votes se,0,0,0
3067,sallu bhai reply do na us ladki ko plz ye mera izzat ka sawal hai plzplzplz,1,0,0
53,sab ka malik ek,0,0,1
4120,tumhe bhi pata hai kya hua tha aur kyo hua tha and jaanlewa humla culpable homicide not amounting to murder ke liye bail asan nahi,0,1,0
844, irajusrivastava  mujhe lagta nehi ki inki maa b hai esiliye sanskar nehi sikhe haihate u raju,1,0,0
473,yala imdiya kaha asama ke baaghajaana gaisa kume laga aaga paamcha mahii kaaba paa liya gaya,0,0,0
2051,sal me kam se kum  movie kiya kro salman bhai,1,0,1
2142,murder ki baat kar rahe ho,1,0,1
2697,i just hate sahanubhuti dene wale log,1,1,0
255,hiten is my fev  but wo entertain nhi h,1,0,0
628,buuma paaya dainika jaagarana  ravara  prakaashita vijnaapana otoshopa vaayarala kiya gaya,1,0,1
3401,some times we lose some times we winbut jadeja ka sar phodo century to ho jati pandiya ki hate  imjadejajanta maaf nhi karegi,0,1,0
3100,tumlog kaunse wafadar kutte ho ladkiyo ka rape karte waqt wafadari desh ke liye kaha jati hai  guy bail jaise tuche janwar  ,0,1,0
1583,vakil ko fansi ki saja me kroorta dikhti hai   saal ki bachi k rape hota hai usme kya dikhta hai  uske sath ky kare https  twittercom moolshankar status ,0,1,0
1526,inna rape kiya uska,1,0,1
1402,i hate smriti iraniwale vijana wanafaa waambiwe watulie  ile ilikua gang rape,0,1,0
2367,nai fokat ka hate nai chahiye srk ke liye,1,0,0
3635,tri maa ka choot,1,0,0
1143,sarakaara presa riliija ke mutaabika deshabhara kariiba  vaiksiina de vaala isaka trena kiya gaya,0,0,0
2768,hello chulbul jiaye jaldi sbhi intazar kar kr rhe h apka,0,0,1
1502,ji janab aysa hi hai  ladki k sath chhed chhad  rape ladke karte hain or beizzati ladki ki mani jati hai,0,0,1
741,salman bhai ab to ap shadi kr lain,0,0,1
2875,karnataka me chunav ki taiyari kr rhe h modi ji or inke neta whi ki piditaa k sath rape krne ki koshish krte pakde gye shame bjp shame pictwittercom yjvd,0,0,0
2066,tune pehle bola tere jati k logo ne rape kiya aur maine uspar unka dharm btaya isko bolte jaise ko taisa,1,0,0
1292,shahrukh gouri galat news hai woh dont believeusne aisa nahi kaha,1,0,1
728,haidaraabaada aisa chupa ruustama tiima aaraama dekha dekha chaimpiyana bana daavedaara mumbaii dilla baimgalora maata de dii,0,0,0
1547,khanachamdaa korta pesha kiya jaaega khanachamdaa pahala maamala baara puuchataacha chuka,0,0,0
2429,sallu bhaai i am w r bajrangi bhaijaan,0,0,1
632,aaj ki party meri taraf se nice song bhaijaan,1,0,0
1604,aj kal yogi aor sadhu rape kr rahe hai na osi se dahshat hogi,1,1,0
1227, arvindkejriwal sir naliya rape case in gujarat kya aap bhi aise pagalbillo ko ticket doge,1,1,0
543,biga baajaaara phayuuchara grupa duniya ke sabasa amiira shakhasa amejana ke jepha bejaosa bhaarata ke sabasa amiira rilaayamsa ke mukesha ambaa ke aakhira kya daava laga dona ke thana,0,0,1
983,kaamgresa ke puurvapresidemta ke dhaarmika jhukaava pata naha paranta dashahara ke avasara raama rola nibha kalaakaara aara,1,0,0
125,hindustan ka sher pm modi jo har country ko apne desh khobiyo se intro karwana chahata haijay hind,1,0,0
1605,buuma raashtrapata bhavana ke adhikaara baata daava r bata,1,0,0
3049,i hate those darzi jinhey design kuch batao  banatey apni merzi ka hain  matlab humein pehanna hay ya apne,1,1,0
2760,jhooti rape nahi howa hai allah ka khof karo,1,0,0
4074,ek chij to h bhaitu h bilkul chutyau dnt hav a stand bhai jat ka khoon h tere andr or jat jha hota h vhi hota h bikta ni,1,1,0
37,provinces or banana to achi baat hay magar pakistani bun jana to fakhar ki baat hui na baat baat p nafrat achi nahi,0,0,0
1221, dishtv_india mera channel q band kiya  i hate you faltu hai ye dishtv call karo jaldi,0,1,0
757,soshala miidiya lata jaanakaara vaala posta kishvara bana nisha,1,0,0
377,buuma paaya vaayarala viidiya kumaara naremdra moda jikra raha the,1,0,0
3147,mrrishi kapoor sb pahly apne mulk ko dekho tumhere log bokh k marey mar rhy han or dosri taraf rape tumhere mulk sy khatam nai huty,1,0,0
890,waise rape se mujhe teri maa ki hai allah hai yaad hai,1,0,0
3905,yaad rakhna aise hi kisine peshawar school ke bachon ko udaya tha,0,0,0
1005,buuma jaacha paaya tasviira paakistaana ke simdha jaha jamiina ke vivaada le loga muthabheda,1,0,0
548,india ki news chor pakistan ki news padh panchayat ne rape ke badle rape ka ailaan kiya tha,1,0,0
1544,hum to lagta hai ki sanghi aur bhakt ko mandir me ye sikhaye jata h ki koi teri behan ka rape karega to bolna meri behan ka hi galti hai,1,1,0
2808,rozana india mein  larki ka rape ho raha hai jismein sab hindu larki hai har saal  larki ka rape saharam mein jo raha hai sab hindu bhabhio ka hi rape ho raha hai jisko baba kahete hai balatkar karne se suvar  raam ashirwad dete hai,0,1,0
2985,kal maine aar par dekha amish devgan khud ko kya samzta hai karni sena ke liye bahot apashabd bole hum hindu karni sena ke sath khade hai amish hindu ke virodh me mut bolo aaj se mai tumhara canel kabhi bhi nahi dekhanga pahle mai har roz aar par hum tuo puchhenge i hate amish,0,1,0
1511,buuma paaya viidiya chattiisaga nagara nigama chunaava isaka dilla vidhaanasabha chunaava sambandha naha,1,0,1
3165,cheat kiya sallu ne,1,0,0
533,jetnay aap akhlaaq say ghir gaye ho hosakta hai aap agli baari keh day kay ik nay meri bewi ka rape kar leya thaa,1,0,0
1175,bhai musalman hone ka to faraz nibha deta brother,1,0,0
491,bihaara ke jaatigata samiikarana baata lamba biijepa himda pahachaana ke aadhaara votara laamabamda laga isaka soshala imjiiniyarimga usaka dhyaana raha,0,0,0
2722,salman bhai apne kuch  bola tha shayad,1,0,1
4440,esliye toh favrt hai even manveer bhi as a game acha hai per manu i just hate him manveer ko bas use kar raha hai,1,1,0
4329,kisi ki maa ke bare mein agar bar bar kuch bola hate toh ap shant rahoge,1,0,0
1667,viidiya daava kiya gaya bhaagavata bhaaratiiya tula aaraesaesa,1,0,1
1624,super kota salluu,0,0,0
1830,saka  ke imtaraneta yuursa pathaana ke trelara bahishkaara juta tvista,1,1,0
1191,kashmiira raha vaala paakistaa mahila aksara apa adhikaara ke pradarshana apa aavaaja utha ke unama raajaniita aa,0,0,0
1898,bhaara byaaja dara loga jaimdaga naraka bana vaala lona epsa kya inaka piicha chiina bhuumika,0,0,1
1041,pichala mahii  juuna presa kaamphremsa raamadeva kaha kevala kantrola naha kyora,1,0,0
1787,adhikaara ke mutaabika damakala  gaada ghatanaasthala maujuuda jaha imaarata ke phasa loga bacha aaga bujha koshisha raha,0,0,1
3412,aj ki taza khabar bharat maata ko  logo ne gang rape kr diya,1,0,0
1449,spelling sekh le pehle rape sa paida huway ho our moon saaf karlo phir pakistan ka naam lo kuttay,1,1,0
4481,my dear yehi shayri han bus farq jo baat kahnhi sakte unko shair main dhal dete kuch samajh hate h aur kuch,1,0,0
1712,jhuthe rape ko bhi ye breaking news bana kar dikhate hai,0,1,0
335,streliya  ovara chaha viketa ke nukasaana  rana vishaala skora khada kiya,0,0,1
2363,bhai plz  br bat kr lo,1,0,1
2265,kaha gaye sir,1,0,1
1139,wowwwwww omg aaj kyu nahi love u salman,1,0,0
1376, arvindkejriwal ek blackmailer reporter bhi hota tha aashish naam ka jo hamesha afwahen faila kar logon ka khoon chusta tha,0,0,0
749,bhaarata vyaapaara samajhau shaamila na phaaisala kiya samajhau jaapaana dakshina koriya chiina le aaya jinaka pura vakata tanaava raha,0,0,1
228,ise share karo plz,0,0,1
914,allah ke nam ki behurmati ki tune salman,1,0,0
129,vaayarala tviita ke riya madhyapradesha ke mukhyamamtra kamalanaatha ke nija sachiva ke maara aaya vibhaaga ke chaapa ora ishaara kiya,1,0,1
1879,raahula gaadha videsha maamala samsadiiya paraamarsha kameta baithaka jayashakamra tiikha savaala puucha,0,0,1
3691,salman kuthe dine islam ka gaddar sharam o haya ke hudud se dur hai,1,0,0
193,modi ji apko sahi dimag ko me salute karta hu,1,0,0
1670,jo khud kahta hai ki rape krna koi bada gunaah nhi hai wo kya karega,1,1,1
4118,babua wo padhega likhega ya koi aur skilldevelop karega like is machine ko chalane ka,0,0,0
3563,suna hai kohli ka rape ho gya hai,1,0,0
975,teri party tujhe hi mubarak humare liye allah hi kaafi h,1,0,1
1035,to tera matlb har bura kam karne vala aadmi musalman hota h great thinking h bhai my midle finger salute u,1,0,0
1081,bahut bahut badhai ho bhai jaan aapki aane wali flim me hum logo ka sabka subh kamnayehe,1,0,0
204,puri fake hai,1,0,0
896,salman bhai ji ko namastey salaamye eid apki superhit hojai bajrangbali,1,0,0
231,hai jaise hitler musolini stalin bagdadi aye the or sab khatm ho gye vaise ye daur bhi history ho jayega,0,0,0
857,kisaana nae krisha kaaanuuna vaapasa le maaga raha samsada ke jara kaaanuuna bana aamdolanakaara kisaana kaha kaaanuuna unaka hita prabhaavita homga,0,0,0
3923,acha terrorism say yaad aaya kalbhushan yadev to pak main pakkoray bhaichny aaya tha,1,0,1
2237,shraddha ko hate krna unki mentality hai,1,0,0
1105,yuunaaiteda araba amiiraata sarakaara ke anusaara dhamaaka gaisa risaava vajaha,1,0,0
1494, awasthis sir utter pradesh ke kairana me  ladki ke saath ghar se utha kar rape hua  kya aapke pass iske liye time hai ki koi use bhi dekhe,0,0,0
1044,nihalchand pr rape,0,0,1
4555,chal na gunda manvr manu ka chamcha i hate m piche piche chugliya karta hai manu ke sath ghar ganda bna rak,0,1,0
528,thik h bahi jaan ham ko bhul gye naa,1,0,0
2881,bo jeet gai itana hate mat kar koi fayda nahi hai ha ha   tune dil se virus ko gift nahi diya tabi huya aisa,1,0,0
613,bhaarata aadhikaarika aparaadha deta piidaita balaatkaara dona ke dharma deta ekatra naha hai,1,0,1
3698,bhai bajrangi bhaijaan pendant mila mujheaaj ki party meri taraf se song launching par in jw marriott hotel me thnx bhai,1,0,0
207,akash aur luv ke saath to boht galat kiya but hina ke saath wohi kiya jo usne kiya the thats why i hate pungi,1,1,0
2877,murga kha ke murga halal ho gya hate u arsh,1,1,0
873,lita ke siisiitiiva uteja mahila ajnaata hamalaavara dvaara berahama pita luta dikha gaya hai viidiya maleshiya,1,0,0
962,or me bhi indian hu kon hota he ye jo musalman ko gali de or khud ko musalman kehta he jaheel,1,0,0
2554,ok tjeek hai nhi aanahai to bta todo sir,1,0,1
713,buuma pataala suurata pulisa ghata saampradaayika kona naha jhagada lkadaauna ke niiyama ullamghana,1,0,0
3491,pakistan is hub of terrorism,1,0,1
2824,salman plz reply,1,0,0
2995,par priyank se itna hate kyu,1,0,1
1728,aisi chapri jaise aankein teri takle  koi avla naari kuwari na chute  sabka rape karde yeh teekhi najre pictwittercom vpbqjvpeo,1,1,0
1520,akhilesh raaj me hatyaye aur anginat rape aur repist ko bachane wake akhiluddin se istifa maanga tha ,1,0,0
3241,inko bolna nahi ata isi liye jb lrki mujhe choro keh rahy hoti ha to wo mujhe chodo boldeti ha aur saley chodo sun k rape krdete hain randi,1,1,0
